Word1,Word2,Similarity
happy,delighted,0.6666666666666666
happy,ecstatic,0.875
happy,cheerful,0.5
happy,calm,0.4
happy,peaceful,0.5714285714285714
happy,relaxed,0.15384615384615385
happy,quiet,0.10526315789473684
happy,serene,0.375
happy,angry,0.8
happy,irritated,0.5333333333333333
happy,enraged,0.75
happy,annoyed,0.5333333333333333
happy,hateful,0.8
happy,sad,0.7142857142857143
happy,depressed,0.5333333333333333
happy,grief,0.625
happy,unhappy,0.7142857142857143
happy,upset,0.5
delighted,happy,0.6666666666666666
delighted,ecstatic,0.6666666666666666
delighted,cheerful,0.5454545454545454
delighted,calm,0.42857142857142855
delighted,peaceful,0.6153846153846154
delighted,relaxed,0.16666666666666666
delighted,quiet,0.1111111111111111
delighted,serene,0.4
delighted,angry,0.7142857142857143
delighted,irritated,0.5714285714285714
delighted,enraged,0.6666666666666666
delighted,annoyed,0.5714285714285714
delighted,hateful,0.7142857142857143
delighted,sad,0.7692307692307693
delighted,depressed,0.5714285714285714
delighted,grief,0.6666666666666666
delighted,unhappy,0.7692307692307693
delighted,upset,0.5333333333333333
ecstatic,happy,0.875
ecstatic,delighted,0.6666666666666666
ecstatic,cheerful,0.5
ecstatic,calm,0.4
ecstatic,peaceful,0.5714285714285714
ecstatic,relaxed,0.15384615384615385
ecstatic,quiet,0.10526315789473684
ecstatic,serene,0.375
ecstatic,angry,0.8
ecstatic,irritated,0.5333333333333333
ecstatic,enraged,0.75
ecstatic,annoyed,0.5333333333333333
ecstatic,hateful,0.8
ecstatic,sad,0.7142857142857143
ecstatic,depressed,0.5333333333333333
ecstatic,grief,0.625
ecstatic,unhappy,0.7142857142857143
ecstatic,upset,0.5
cheerful,happy,0.5
cheerful,delighted,0.5454545454545454
cheerful,ecstatic,0.5
cheerful,calm,0.5454545454545454
cheerful,peaceful,0.6
cheerful,relaxed,0.2222222222222222
cheerful,quiet,0.13333333333333333
cheerful,serene,0.5
cheerful,angry,0.5454545454545454
cheerful,irritated,0.5454545454545454
cheerful,enraged,0.5
cheerful,annoyed,0.5454545454545454
cheerful,hateful,0.5454545454545454
cheerful,sad,0.6
cheerful,depressed,0.5454545454545454
cheerful,grief,0.5
cheerful,unhappy,0.6
cheerful,upset,0.5
calm,happy,0.4
calm,delighted,0.42857142857142855
calm,ecstatic,0.4
calm,cheerful,0.5454545454545454
calm,peaceful,0.46153846153846156
calm,relaxed,0.16666666666666666
calm,quiet,0.1111111111111111
calm,serene,0.9333333333333333
calm,angry,0.42857142857142855
calm,irritated,0.42857142857142855
calm,enraged,0.4
calm,annoyed,0.42857142857142855
calm,hateful,0.42857142857142855
calm,sad,0.46153846153846156
calm,depressed,0.42857142857142855
calm,grief,0.4
calm,unhappy,0.46153846153846156
calm,upset,0.4
peaceful,happy,0.5714285714285714
peaceful,delighted,0.6153846153846154
peaceful,ecstatic,0.5714285714285714
peaceful,cheerful,0.6
peaceful,calm,0.46153846153846156
peaceful,relaxed,0.18181818181818182
peaceful,quiet,0.11764705882352941
peaceful,serene,0.42857142857142855
peaceful,angry,0.6153846153846154
peaceful,irritated,0.6153846153846154
peaceful,enraged,0.5714285714285714
peaceful,annoyed,0.6153846153846154
peaceful,hateful,0.6153846153846154
peaceful,sad,0.6666666666666666
peaceful,depressed,0.6153846153846154
peaceful,grief,0.5714285714285714
peaceful,unhappy,0.6666666666666666
peaceful,upset,0.5714285714285714
relaxed,happy,0.15384615384615385
relaxed,delighted,0.16666666666666666
relaxed,ecstatic,0.15384615384615385
relaxed,cheerful,0.2222222222222222
relaxed,calm,0.16666666666666666
relaxed,peaceful,0.18181818181818182
relaxed,quiet,0.375
relaxed,serene,0.15384615384615385
relaxed,angry,0.16666666666666666
relaxed,irritated,0.16666666666666666
relaxed,enraged,0.15384615384615385
relaxed,annoyed,0.16666666666666666
relaxed,hateful,0.16666666666666666
relaxed,sad,0.18181818181818182
relaxed,depressed,0.16666666666666666
relaxed,grief,0.15384615384615385
relaxed,unhappy,0.18181818181818182
relaxed,upset,0.15384615384615385
quiet,happy,0.10526315789473684
quiet,delighted,0.1111111111111111
quiet,ecstatic,0.10526315789473684
quiet,cheerful,0.13333333333333333
quiet,calm,0.1111111111111111
quiet,peaceful,0.11764705882352941
quiet,relaxed,0.375
quiet,serene,0.10526315789473684
quiet,angry,0.1111111111111111
quiet,irritated,0.1111111111111111
quiet,enraged,0.10526315789473684
quiet,annoyed,0.1111111111111111
quiet,hateful,0.1111111111111111
quiet,sad,0.11764705882352941
quiet,depressed,0.1111111111111111
quiet,grief,0.10526315789473684
quiet,unhappy,0.11764705882352941
quiet,upset,0.10526315789473684
serene,happy,0.375
serene,delighted,0.4
serene,ecstatic,0.375
serene,cheerful,0.5
serene,calm,0.9333333333333333
serene,peaceful,0.42857142857142855
serene,relaxed,0.15384615384615385
serene,quiet,0.10526315789473684
serene,angry,0.4
serene,irritated,0.4
serene,enraged,0.375
serene,annoyed,0.4
serene,hateful,0.4
serene,sad,0.42857142857142855
serene,depressed,0.4
serene,grief,0.375
serene,unhappy,0.42857142857142855
serene,upset,0.375
angry,happy,0.8
angry,delighted,0.7142857142857143
angry,ecstatic,0.8
angry,cheerful,0.5454545454545454
angry,calm,0.42857142857142855
angry,peaceful,0.6153846153846154
angry,relaxed,0.16666666666666666
angry,quiet,0.1111111111111111
angry,serene,0.4
angry,irritated,0.5714285714285714
angry,enraged,0.9333333333333333
angry,annoyed,0.5714285714285714
angry,hateful,0.8571428571428571
angry,sad,0.7692307692307693
angry,depressed,0.5714285714285714
angry,grief,0.6666666666666666
angry,unhappy,0.7692307692307693
angry,upset,0.5333333333333333
irritated,happy,0.5333333333333333
irritated,delighted,0.5714285714285714
irritated,ecstatic,0.5333333333333333
irritated,cheerful,0.5454545454545454
irritated,calm,0.42857142857142855
irritated,peaceful,0.6153846153846154
irritated,relaxed,0.16666666666666666
irritated,quiet,0.1111111111111111
irritated,serene,0.4
irritated,angry,0.5714285714285714
irritated,enraged,0.5333333333333333
irritated,annoyed,1.0
irritated,hateful,0.5714285714285714
irritated,sad,0.6153846153846154
irritated,depressed,0.8571428571428571
irritated,grief,0.5333333333333333
irritated,unhappy,0.6153846153846154
irritated,upset,0.8
enraged,happy,0.75
enraged,delighted,0.6666666666666666
enraged,ecstatic,0.75
enraged,cheerful,0.5
enraged,calm,0.4
enraged,peaceful,0.5714285714285714
enraged,relaxed,0.15384615384615385
enraged,quiet,0.10526315789473684
enraged,serene,0.375
enraged,angry,0.9333333333333333
enraged,irritated,0.5333333333333333
enraged,annoyed,0.5333333333333333
enraged,hateful,0.8
enraged,sad,0.7142857142857143
enraged,depressed,0.5333333333333333
enraged,grief,0.625
enraged,unhappy,0.7142857142857143
enraged,upset,0.5
annoyed,happy,0.5333333333333333
annoyed,delighted,0.5714285714285714
annoyed,ecstatic,0.5333333333333333
annoyed,cheerful,0.5454545454545454
annoyed,calm,0.42857142857142855
annoyed,peaceful,0.6153846153846154
annoyed,relaxed,0.16666666666666666
annoyed,quiet,0.1111111111111111
annoyed,serene,0.4
annoyed,angry,0.5714285714285714
annoyed,irritated,1.0
annoyed,enraged,0.5333333333333333
annoyed,hateful,0.5714285714285714
annoyed,sad,0.6153846153846154
annoyed,depressed,0.8571428571428571
annoyed,grief,0.5333333333333333
annoyed,unhappy,0.6153846153846154
annoyed,upset,0.8
hateful,happy,0.8
hateful,delighted,0.7142857142857143
hateful,ecstatic,0.8
hateful,cheerful,0.5454545454545454
hateful,calm,0.42857142857142855
hateful,peaceful,0.6153846153846154
hateful,relaxed,0.16666666666666666
hateful,quiet,0.1111111111111111
hateful,serene,0.4
hateful,angry,0.8571428571428571
hateful,irritated,0.5714285714285714
hateful,enraged,0.8
hateful,annoyed,0.5714285714285714
hateful,sad,0.7692307692307693
hateful,depressed,0.5714285714285714
hateful,grief,0.6666666666666666
hateful,unhappy,0.7692307692307693
hateful,upset,0.5333333333333333
sad,happy,0.7142857142857143
sad,delighted,0.7692307692307693
sad,ecstatic,0.7142857142857143
sad,cheerful,0.6
sad,calm,0.46153846153846156
sad,peaceful,0.6666666666666666
sad,relaxed,0.18181818181818182
sad,quiet,0.11764705882352941
sad,serene,0.42857142857142855
sad,angry,0.7692307692307693
sad,irritated,0.6153846153846154
sad,enraged,0.7142857142857143
sad,annoyed,0.6153846153846154
sad,hateful,0.7692307692307693
sad,depressed,0.6153846153846154
sad,grief,0.8571428571428571
sad,unhappy,1.0
sad,upset,0.5714285714285714
depressed,happy,0.5333333333333333
depressed,delighted,0.5714285714285714
depressed,ecstatic,0.5333333333333333
depressed,cheerful,0.5454545454545454
depressed,calm,0.42857142857142855
depressed,peaceful,0.6153846153846154
depressed,relaxed,0.16666666666666666
depressed,quiet,0.1111111111111111
depressed,serene,0.4
depressed,angry,0.5714285714285714
depressed,irritated,0.8571428571428571
depressed,enraged,0.5333333333333333
depressed,annoyed,0.8571428571428571
depressed,hateful,0.5714285714285714
depressed,sad,0.6153846153846154
depressed,grief,0.5333333333333333
depressed,unhappy,0.6153846153846154
depressed,upset,0.8
grief,happy,0.625
grief,delighted,0.6666666666666666
grief,ecstatic,0.625
grief,cheerful,0.5
grief,calm,0.4
grief,peaceful,0.5714285714285714
grief,relaxed,0.15384615384615385
grief,quiet,0.10526315789473684
grief,serene,0.375
grief,angry,0.6666666666666666
grief,irritated,0.5333333333333333
grief,enraged,0.625
grief,annoyed,0.5333333333333333
grief,hateful,0.6666666666666666
grief,sad,0.8571428571428571
grief,depressed,0.5333333333333333
grief,unhappy,0.8571428571428571
grief,upset,0.5
unhappy,happy,0.7142857142857143
unhappy,delighted,0.7692307692307693
unhappy,ecstatic,0.7142857142857143
unhappy,cheerful,0.6
unhappy,calm,0.46153846153846156
unhappy,peaceful,0.6666666666666666
unhappy,relaxed,0.18181818181818182
unhappy,quiet,0.11764705882352941
unhappy,serene,0.42857142857142855
unhappy,angry,0.7692307692307693
unhappy,irritated,0.6153846153846154
unhappy,enraged,0.7142857142857143
unhappy,annoyed,0.6153846153846154
unhappy,hateful,0.7692307692307693
unhappy,sad,1.0
unhappy,depressed,0.6153846153846154
unhappy,grief,0.8571428571428571
unhappy,upset,0.5714285714285714
upset,happy,0.5
upset,delighted,0.5333333333333333
upset,ecstatic,0.5
upset,cheerful,0.5
upset,calm,0.4
upset,peaceful,0.5714285714285714
upset,relaxed,0.15384615384615385
upset,quiet,0.10526315789473684
upset,serene,0.375
upset,angry,0.5333333333333333
upset,irritated,0.8
upset,enraged,0.5
upset,annoyed,0.8
upset,hateful,0.5333333333333333
upset,sad,0.5714285714285714
upset,depressed,0.8
upset,grief,0.5
upset,unhappy,0.5714285714285714
